"";"x"
"ENSG00000129467";1
"ENSG00000173175";1
"ENSG00000174233";0
"ENSG00000121281";0
"ENSG00000162104";1
"ENSG00000141433";1
"ENSG00000142920";0
"ENSG00000087274";1
"ENSG00000075340";0
"ENSG00000148700";0
"ENSG00000196616";0
"ENSG00000248144";0
"ENSG00000197894";0
"ENSG00000172955";1
"ENSG00000147576";0
"ENSG00000182551";0
"ENSG00000159346";1
"ENSG00000006831";1
"ENSG00000156110";0
"ENSG00000128165";0
"ENSG00000148926";0
"ENSG00000101544";0
"ENSG00000101126";1
"ENSG00000163485";1
"ENSG00000128271";0
"ENSG00000170425";0
"ENSG00000181915";0,53
"ENSG00000159322";0
"ENSG00000153531";0
"ENSG00000116863";0
"ENSG00000144843";0
"ENSG00000120907";1
"ENSG00000170214";0
"ENSG00000150594";0,09
"ENSG00000274286";1
"ENSG00000184160";0
"ENSG00000043591";0
"ENSG00000169252";1
"ENSG00000173020";0
"ENSG00000100077";0
"ENSG00000130706";1
"ENSG00000239900";0
"ENSG00000185100";0
"ENSG00000035687";0
"ENSG00000106624";1
"ENSG00000139154";1
"ENSG00000181026";0
"ENSG00000104964";1
"ENSG00000157510";0
"ENSG00000169129";0
"ENSG00000196526";0
"ENSG00000172493";1
"ENSG00000155966";0
"ENSG00000144218";0
"ENSG00000072364";1
"ENSG00000141385";0,09
"ENSG00000183077";0
"ENSG00000119844";1
"ENSG00000187479";1
"ENSG00000157985";1
"ENSG00000135439";0
"ENSG00000133612";0
"ENSG00000188234";0
"ENSG00000172650";0,84
"ENSG00000204149";0,38
"ENSG00000038002";1
"ENSG00000165923";0
"ENSG00000146856";0
"ENSG00000186094";0
"ENSG00000084693";1
"ENSG00000204305";0
"ENSG00000173744";1
"ENSG00000106351";0
"ENSG00000164252";1
"ENSG00000006530";0
"ENSG00000162688";0
"ENSG00000116771";1
"ENSG00000204310";1
"ENSG00000169692";0,09
"ENSG00000160216";1
"ENSG00000026652";0
"ENSG00000155189";0
"ENSG00000158669";1
"ENSG00000138678";0
"ENSG00000188266";0
"ENSG00000018510";0
"ENSG00000188157";1
"ENSG00000135049";1
"ENSG00000144891";0,61
"ENSG00000177674";1
"ENSG00000135744";0
"ENSG00000175309";0
"ENSG00000113492";1
"ENSG00000172482";1
"ENSG00000153207";1
"ENSG00000168710";0
"ENSG00000158467";0
"ENSG00000101444";1
"ENSG00000126705";1
"ENSG00000135541";0
"ENSG00000185567";0
"ENSG00000124942";1
"ENSG00000063438";0
"ENSG00000106546";0
"ENSG00000100591";0
"ENSG00000173209";0
"ENSG00000186063";0
"ENSG00000126878";0
"ENSG00000204472";0
"ENSG00000156709";1
"ENSG00000042286";1
"ENSG00000183773";1
"ENSG00000146416";1
"ENSG00000176092";1
"ENSG00000112297";1
"ENSG00000163568";0
"ENSG00000164022";1
"ENSG00000106305";0
"ENSG00000110711";1
"ENSG00000196581";0
"ENSG00000106992";0
"ENSG00000004455";1
"ENSG00000162433";1
"ENSG00000147853";0
"ENSG00000154027";0
"ENSG00000140057";0
"ENSG00000108599";1
"ENSG00000023516";0,1
"ENSG00000131016";1
"ENSG00000170776";0
"ENSG00000121057";0
"ENSG00000241978";1
"ENSG00000111254";0
"ENSG00000179841";0
"ENSG00000151320";0,09
"ENSG00000118507";1
"ENSG00000011243";1
"ENSG00000105127";0
"ENSG00000127914";0
"ENSG00000155085";0
"ENSG00000174574";0
"ENSG00000135334";1
"ENSG00000106948";0
"ENSG00000117448";1
"ENSG00000085662";1
"ENSG00000187134";0
"ENSG00000151632";1
"ENSG00000196139";0,15
"ENSG00000165568";1
"ENSG00000053371";1
"ENSG00000162482";1
"ENSG00000211454";1
"ENSG00000204673";0
"ENSG00000142208";1
"ENSG00000105221";0
"ENSG00000117020";1
"ENSG00000166971";0,08
"ENSG00000148218";0
"ENSG00000023330";0
"ENSG00000158578";1
"ENSG00000163631";0
"ENSG00000170017";1
"ENSG00000161618";1
"ENSG00000059573";0
"ENSG00000165092";1
"ENSG00000128918";0
"ENSG00000184254";0,16
"ENSG00000137124";0
"ENSG00000144908";0,11
"ENSG00000136010";0
"ENSG00000111275";0
"ENSG00000108602";0,72
"ENSG00000072210";0
"ENSG00000006534";0
"ENSG00000132746";0
"ENSG00000159423";0
"ENSG00000112294";0
"ENSG00000119711";0
"ENSG00000164904";0
"ENSG00000118514";1
"ENSG00000143149";0
"ENSG00000149925";0
"ENSG00000136872";0
"ENSG00000109107";0
"ENSG00000175548";1
"ENSG00000139133";1
"ENSG00000253710";0
"ENSG00000182858";1
"ENSG00000101901";1
"ENSG00000172339";1
"ENSG00000189366";1
"ENSG00000033011";0,02
"ENSG00000119523";1
"ENSG00000214160";1
"ENSG00000120697";1
"ENSG00000088035";0,02
"ENSG00000159063";0,13
"ENSG00000086848";0,85
"ENSG00000189046";0
"ENSG00000166199";1
"ENSG00000160993";1
"ENSG00000091542";0
"ENSG00000239382";0
"ENSG00000125652";1
"ENSG00000137760";1
"ENSG00000116127";1
"ENSG00000179477";0,04
"ENSG00000108839";1
"ENSG00000132965";0
"ENSG00000012779";0
"ENSG00000163295";1
"ENSG00000073331";0
"ENSG00000198796";0
"ENSG00000136383";1
"ENSG00000162551";1
"ENSG00000178038";0
"ENSG00000155754";1
"ENSG00000155749";0
"ENSG00000155755";0,61
"ENSG00000138380";0
"ENSG00000003393";1
"ENSG00000156150";1
"ENSG00000242110";1
"ENSG00000106927";0
"ENSG00000110497";1
"ENSG00000123505";1
"ENSG00000139344";1
"ENSG00000162066";1
"ENSG00000159461";0
"ENSG00000160593";0
"ENSG00000181754";1
"ENSG00000139211";0
"ENSG00000176020";1
"ENSG00000144233";1
"ENSG00000101935";1
"ENSG00000151743";0
"ENSG00000166126";1
"ENSG00000166025";0
"ENSG00000114019";1
"ENSG00000126016";1
"ENSG00000116337";1
"ENSG00000133805";1
"ENSG00000078053";0
"ENSG00000145020";0
"ENSG00000240038";1
"ENSG00000174945";0
"ENSG00000196704";0
"ENSG00000164162";1
"ENSG00000141552";1
"ENSG00000129055";0
"ENSG00000166295";1
"ENSG00000153107";1
"ENSG00000053900";0,39
"ENSG00000089053";1
"ENSG00000013523";0
"ENSG00000174606";1
"ENSG00000154188";0
"ENSG00000091879";0
"ENSG00000101280";1
"ENSG00000116194";0
"ENSG00000136859";0
"ENSG00000132855";0
"ENSG00000167772";0
"ENSG00000130812";1
"ENSG00000214274";0
"ENSG00000029534";0
"ENSG00000145362";0
"ENSG00000151150";0
"ENSG00000151687";0
"ENSG00000166839";0
"ENSG00000185722";0
"ENSG00000254996";1
"ENSG00000131503";0
"ENSG00000154122";1
"ENSG00000001629";1
"ENSG00000170209";0
"ENSG00000160117";0
"ENSG00000176915";0
"ENSG00000144504";0
"ENSG00000106524";1
"ENSG00000164331";0
"ENSG00000088448";0,09
"ENSG00000167522";1
"ENSG00000101745";1
"ENSG00000076513";0
"ENSG00000198720";0
"ENSG00000118454";1
"ENSG00000172932";0
"ENSG00000134461";0
"ENSG00000132466";0
"ENSG00000148677";1
"ENSG00000276203";1
"ENSG00000152766";1
"ENSG00000163126";0
"ENSG00000089847";1
"ENSG00000107890";1
"ENSG00000105186";0
"ENSG00000206560";0
"ENSG00000154065";0
"ENSG00000165887";0
"ENSG00000145700";1
"ENSG00000133302";0
"ENSG00000272031";0
"ENSG00000198483";1
"ENSG00000196912";0
"ENSG00000135976";0
"ENSG00000186352";0
"ENSG00000213337";0
"ENSG00000154945";0,75
"ENSG00000137494";1
"ENSG00000198944";0
"ENSG00000065413";1
"ENSG00000183831";0
"ENSG00000186106";0
"ENSG00000168876";1
"ENSG00000151458";1
"ENSG00000139645";0
"ENSG00000144031";0
"ENSG00000100124";1
"ENSG00000164512";1
"ENSG00000186212";0
"ENSG00000198142";0
"ENSG00000187808";0
"ENSG00000132623";1
"ENSG00000135299";1
"ENSG00000106013";1
"ENSG00000156381";0
"ENSG00000064999";0,4
"ENSG00000185046";0,46
"ENSG00000168096";0,09
"ENSG00000175311";1
"ENSG00000165138";0
"ENSG00000163516";0
"ENSG00000011426";0
"ENSG00000160746";0
"ENSG00000131620";0
"ENSG00000047617";0,08
"ENSG00000134343";1
"ENSG00000151572";0
"ENSG00000171714";0
"ENSG00000177119";0
"ENSG00000146205";0
"ENSG00000074855";1
"ENSG00000185101";1
"ENSG00000140350";1
"ENSG00000136938";1
"ENSG00000143401";1
"ENSG00000166825";1
"ENSG00000169604";0,43
"ENSG00000163297";0,02
"ENSG00000172671";1
"ENSG00000122359";0
"ENSG00000104537";0,09
"ENSG00000135046";0
"ENSG00000182718";0
"ENSG00000138772";0
"ENSG00000196975";0
"ENSG00000164111";0
"ENSG00000197043";0
"ENSG00000138279";0
"ENSG00000143412";0
"ENSG00000136250";0
"ENSG00000131480";1
"ENSG00000131471";1
"ENSG00000138356";1
"ENSG00000138660";1
"ENSG00000100280";1
"ENSG00000166747";0
"ENSG00000213983";1
"ENSG00000072958";0,01
"ENSG00000129354";0
"ENSG00000182287";0
"ENSG00000152056";1
"ENSG00000196961";0
"ENSG00000183020";0
"ENSG00000006125";0
"ENSG00000161203";1
"ENSG00000042753";0
"ENSG00000132842";0
"ENSG00000103723";0
"ENSG00000065000";1
"ENSG00000185009";0,27
"ENSG00000070718";1
"ENSG00000177879";0
"ENSG00000157823";0
"ENSG00000134262";1
"ENSG00000081014";1
"ENSG00000221838";0
"ENSG00000100478";0,14
"ENSG00000120868";0
"ENSG00000107282";1
"ENSG00000034053";0,07
"ENSG00000011132";0
"ENSG00000077420";0
"ENSG00000166313";0,63
"ENSG00000163697";1
"ENSG00000113108";0
"ENSG00000115266";1
"ENSG00000198768";0
"ENSG00000154856";1
"ENSG00000134982";1
"ENSG00000164062";0
"ENSG00000100823";0
"ENSG00000169188";1
"ENSG00000117362";1
"ENSG00000138613";0
"ENSG00000166181";0
"ENSG00000149089";0
"ENSG00000175279";1
"ENSG00000134817";0
"ENSG00000171388";0
"ENSG00000105290";1
"ENSG00000084234";0
"ENSG00000163382";0
"ENSG00000184730";0
"ENSG00000124701";1
"ENSG00000128383";0
"ENSG00000179750";0
"ENSG00000244509";0
"ENSG00000243811";0
"ENSG00000128394";0
"ENSG00000239713";0
"ENSG00000100298";0
"ENSG00000084674";0
"ENSG00000130208";0
"ENSG00000234906";0
"ENSG00000189058";0
"ENSG00000130203";1
"ENSG00000100342";0
"ENSG00000128335";0
"ENSG00000128284";0
"ENSG00000100336";1
"ENSG00000221963";0
"ENSG00000178878";0
"ENSG00000204444";1
"ENSG00000155008";0
"ENSG00000184831";0
"ENSG00000062725";1
"ENSG00000157500";0
"ENSG00000136044";1
"ENSG00000142192";0
"ENSG00000198931";0
"ENSG00000137074";0
"ENSG00000178301";1
"ENSG00000240583";0
"ENSG00000165272";0
"ENSG00000171885";0,89
"ENSG00000165269";0
"ENSG00000103569";0
"ENSG00000172901";0,09
"ENSG00000021776";1
"ENSG00000078061";0
"ENSG00000186635";0,2
"ENSG00000047365";1
"ENSG00000120318";0
"ENSG00000095139";0,15
"ENSG00000198576";0,09
"ENSG00000109321";0
"ENSG00000143761";1
"ENSG00000134287";0
"ENSG00000168374";0
"ENSG00000004059";1
"ENSG00000165527";0,01
"ENSG00000101199";1
"ENSG00000149182";0
"ENSG00000242247";1
"ENSG00000066777";0
"ENSG00000164144";0
"ENSG00000132254";0,02
"ENSG00000101246";0,48
"ENSG00000081181";0
"ENSG00000134884";1
"ENSG00000071205";0
"ENSG00000198826";0
"ENSG00000187951";0
"ENSG00000165322";0
"ENSG00000075884";0
"ENSG00000140750";0
"ENSG00000146376";0
"ENSG00000213390";1
"ENSG00000175220";0
"ENSG00000137727";1
"ENSG00000107863";1
"ENSG00000128805";0
"ENSG00000275832";1
"ENSG00000138639";0
"ENSG00000163219";0
"ENSG00000145819";0
"ENSG00000159314";0
"ENSG00000088756";1
"ENSG00000137962";1
"ENSG00000186517";0
"ENSG00000031081";0
"ENSG00000134909";1
"ENSG00000004777";0
"ENSG00000147799";0
"ENSG00000165895";0
"ENSG00000089820";0,19
"ENSG00000100852";0
"ENSG00000047648";0
"ENSG00000241484";0
"ENSG00000123329";0
"ENSG00000141522";1
"ENSG00000111348";0
"ENSG00000074964";0
"ENSG00000104728";0
"ENSG00000132694";1
"ENSG00000196914";0
"ENSG00000198844";0,92
"ENSG00000130762";1
"ENSG00000110237";1
"ENSG00000104880";0
"ENSG00000142632";1
"ENSG00000076928";0
"ENSG00000116584";0
"ENSG00000214694";1
"ENSG00000213214";0
"ENSG00000183111";1
"ENSG00000163947";0
"ENSG00000136002";0
"ENSG00000050327";0
"ENSG00000129675";0
"ENSG00000102606";0
"ENSG00000131089";1
"ENSG00000117713";0
"ENSG00000189079";1
"ENSG00000116017";1
"ENSG00000179361";0
"ENSG00000032219";1
"ENSG00000054267";1
"ENSG00000196843";0
"ENSG00000150347";1
"ENSG00000166233";1
"ENSG00000177479";0
"ENSG00000175414";0
"ENSG00000152213";0
"ENSG00000169379";1
"ENSG00000185305";0
"ENSG00000214087";1
"ENSG00000185829";1
"ENSG00000120805";1
"ENSG00000213465";0
"ENSG00000138175";0
"ENSG00000122644";0
"ENSG00000188042";0
"ENSG00000175906";0
"ENSG00000162980";1
"ENSG00000165997";1
"ENSG00000170540";0
"ENSG00000182196";0,16
"ENSG00000144746";0
"ENSG00000177917";0
"ENSG00000113966";0,02
"ENSG00000143862";1
"ENSG00000134108";0
"ENSG00000170632";0
"ENSG00000104442";1
"ENSG00000118690";1
"ENSG00000165309";1
"ENSG00000140691";0,28
"ENSG00000105676";1
"ENSG00000125449";0
"ENSG00000114098";0
"ENSG00000135931";0,84
"ENSG00000126947";1
"ENSG00000184867";0
"ENSG00000102401";0
"ENSG00000125962";0
"ENSG00000198960";0,05
"ENSG00000172379";0
"ENSG00000029153";0
"ENSG00000133794";0,08
"ENSG00000143437";1
"ENSG00000241685";0
"ENSG00000130429";0
"ENSG00000163466";0
"ENSG00000111229";0
"ENSG00000241553";1
"ENSG00000136950";1
"ENSG00000162704";0
"ENSG00000184378";0
"ENSG00000128989";0,02
"ENSG00000137486";1
"ENSG00000141480";0
"ENSG00000197070";0,24
"ENSG00000105643";0
"ENSG00000113369";1
"ENSG00000140450";1
"ENSG00000100299";0,6
"ENSG00000113273";0
"ENSG00000006756";0
"ENSG00000157399";0
"ENSG00000062096";1
"ENSG00000141337";1
"ENSG00000183876";0
"ENSG00000180801";1
"ENSG00000164291";1
"ENSG00000111339";1
"ENSG00000167311";1
"ENSG00000117407";1
"ENSG00000099889";1
"ENSG00000169083";1
"ENSG00000214435";1
"ENSG00000104763";0
"ENSG00000204147";1
"ENSG00000166250";0
"ENSG00000153317";0
"ENSG00000151693";0
"ENSG00000088280";0
"ENSG00000198881";1
"ENSG00000196372";1
"ENSG00000239388";1
"ENSG00000161664";0
"ENSG00000065802";0
"ENSG00000100628";0
"ENSG00000115239";1
"ENSG00000148331";0
"ENSG00000183475";1
"ENSG00000177981";0,17
"ENSG00000102048";0
"ENSG00000138303";0
"ENSG00000100325";0
"ENSG00000112249";0
"ENSG00000183734";1
"ENSG00000111875";0
"ENSG00000105011";0
"ENSG00000141505";0
"ENSG00000161944";1
"ENSG00000116539";0
"ENSG00000129691";1
"ENSG00000126522";1
"ENSG00000169093";1
"ENSG00000198356";1
"ENSG00000138381";1
"ENSG00000070669";0,09
"ENSG00000108381";1
"ENSG00000166183";1
"ENSG00000174939";0
"ENSG00000128203";0
"ENSG00000198363";0
"ENSG00000066279";0
"ENSG00000106819";1
"ENSG00000244617";0,02
"ENSG00000169696";0,43
"ENSG00000162174";0,2
"ENSG00000130707";0
"ENSG00000034533";0,02
"ENSG00000148219";1
"ENSG00000171456";1
"ENSG00000143970";1
"ENSG00000141431";1
"ENSG00000138138";0
"ENSG00000119778";1
"ENSG00000156802";0
"ENSG00000197785";1
"ENSG00000160072";1
"ENSG00000215915";0,23
"ENSG00000176208";0
"ENSG00000107669";0
"ENSG00000123268";1
"ENSG00000115966";1
"ENSG00000162772";0
"ENSG00000128272";0
"ENSG00000169136";0
"ENSG00000213676";1
"ENSG00000118217";0
"ENSG00000166669";1
"ENSG00000171681";1
"ENSG00000170653";0
"ENSG00000152348";0,75
"ENSG00000145782";0
"ENSG00000085978";0
"ENSG00000168010";0
"ENSG00000110046";0,31
"ENSG00000066739";0
"ENSG00000144848";1
"ENSG00000101844";1
"ENSG00000168397";1
"ENSG00000125703";1
"ENSG00000130734";0,02
"ENSG00000057663";0
"ENSG00000197548";1
"ENSG00000198925";1
"ENSG00000181652";0
"ENSG00000142102";0
"ENSG00000138363";1
"ENSG00000198513";1
"ENSG00000119787";1
"ENSG00000184743";0
"ENSG00000166454";1
"ENSG00000149311";0
"ENSG00000111676";1
"ENSG00000179774";1
"ENSG00000168874";1
"ENSG00000177556";1
"ENSG00000206190";1
"ENSG00000145246";0
"ENSG00000068650";0
"ENSG00000058063";1
"ENSG00000101974";1
"ENSG00000105726";1
"ENSG00000159363";1
"ENSG00000133657";1
"ENSG00000127249";1
"ENSG00000163399";0
"ENSG00000018625";1
"ENSG00000105409";0
"ENSG00000143153";0
"ENSG00000129244";0
"ENSG00000069849";0
"ENSG00000196296";0
"ENSG00000174437";1
"ENSG00000074370";1
"ENSG00000070961";0,09
"ENSG00000157087";0
"ENSG00000058668";0
"ENSG00000017260";0
"ENSG00000064270";0
"ENSG00000152234";0
"ENSG00000110955";0
"ENSG00000165629";0
"ENSG00000099624";1
"ENSG00000180389";1
"ENSG00000124172";1
"ENSG00000116459";0
"ENSG00000159199";0
"ENSG00000135390";0,53
"ENSG00000154518";0
"ENSG00000167863";1
"ENSG00000169020";1
"ENSG00000241468";1
"ENSG00000154723";0
"ENSG00000167283";0
"ENSG00000241837";0
"ENSG00000105341";0
"ENSG00000125375";0
"ENSG00000205464";0,31
"ENSG00000071553";0,09
"ENSG00000182220";0
"ENSG00000033627";1
"ENSG00000185344";1
"ENSG00000117410";0
"ENSG00000185883";0
"ENSG00000159720";0
"ENSG00000147614";0
"ENSG00000113732";0,09
"ENSG00000171130";0
"ENSG00000114573";0
"ENSG00000116039";0
"ENSG00000147416";1
"ENSG00000155097";1
"ENSG00000143882";0
"ENSG00000100554";0
"ENSG00000131100";0
"ENSG00000250565";1
"ENSG00000128524";1
"ENSG00000136888";0
"ENSG00000213760";0
"ENSG00000047249";0
"ENSG00000165240";1
"ENSG00000123191";1
"ENSG00000124406";1
"ENSG00000132932";1
"ENSG00000081923";0
"ENSG00000143515";1
"ENSG00000130270";0
"ENSG00000104043";1
"ENSG00000054793";0
"ENSG00000166377";1
"ENSG00000123472";0
"ENSG00000171953";1
"ENSG00000134146";1
"ENSG00000130770";0
"ENSG00000164053";1
"ENSG00000107518";0
"ENSG00000088812";0
"ENSG00000085224";0
"ENSG00000175054";1
"ENSG00000130638";0
"ENSG00000224470";0,1
"ENSG00000124788";0
"ENSG00000168488";0
"ENSG00000204842";1
"ENSG00000066427";1
"ENSG00000146776";1
"ENSG00000162650";1
"ENSG00000253719";0
"ENSG00000087152";1
"ENSG00000163635";0
"ENSG00000148090";0
"ENSG00000115307";0,34
"ENSG00000175756";1
"ENSG00000087586";0
"ENSG00000178999";0
"ENSG00000105146";1
"ENSG00000158321";1
"ENSG00000169857";0
"ENSG00000135407";1
"ENSG00000105778";1
"ENSG00000119986";0
"ENSG00000166148";0
"ENSG00000198049";0
"ENSG00000126895";0
"ENSG00000103126";0
"ENSG00000168646";0
"ENSG00000167601";0
"ENSG00000160862";1
"ENSG00000141577";1
"ENSG00000163512";0
"ENSG00000155096";0,05
"ENSG00000166710";0
"ENSG00000169255";1
"ENSG00000162885";0
"ENSG00000162630";0
"ENSG00000226936";1
"ENSG00000183778";1
"ENSG00000187676";1
"ENSG00000109956";1
"ENSG00000112309";1
"ENSG00000149541";1
"ENSG00000174684";0,09
"ENSG00000170340";0
"ENSG00000179913";1
"ENSG00000176383";0
"ENSG00000176597";0
"ENSG00000156966";1
"ENSG00000177191";0
"ENSG00000237172";0
"ENSG00000175711";0
"ENSG00000135454";0
"ENSG00000086062";0,05
"ENSG00000117411";1
"ENSG00000158850";1
"ENSG00000121578";1
"ENSG00000158470";0
"ENSG00000118276";0
"ENSG00000027847";0
"ENSG00000108641";1
"ENSG00000123810";0
"ENSG00000164929";1
"ENSG00000136881";0
"ENSG00000186318";0,1
"ENSG00000182240";0,09
"ENSG00000156273";0,32
"ENSG00000112182";0
"ENSG00000002330";1
"ENSG00000107262";0
"ENSG00000112208";0,06
"ENSG00000151929";0,05
"ENSG00000156735";0
"ENSG00000166170";0
"ENSG00000266074";1
"ENSG00000140320";0
"ENSG00000181790";1
"ENSG00000121753";0,09
"ENSG00000006453";0
"ENSG00000128298";0,37
"ENSG00000175866";0,02
"ENSG00000007516";0
"ENSG00000030110";1
"ENSG00000095739";1
"ENSG00000175334";1
"ENSG00000153064";1
"ENSG00000172530";1
"ENSG00000163930";0
"ENSG00000138376";1
"ENSG00000043039";0
"ENSG00000176788";1
"ENSG00000215425";1
"ENSG00000130723";0,7
"ENSG00000117523";1
"ENSG00000226618";1
"ENSG00000204463";1
"ENSG00000236011";0
"ENSG00000204427";1
"ENSG00000168062";0
"ENSG00000123685";0
"ENSG00000156127";0
"ENSG00000087088";0
"ENSG00000198604";0
"ENSG00000009954";0
"ENSG00000076108";1
"ENSG00000123636";0,91
"ENSG00000105327";0
"ENSG00000129151";1
